word,chinese,type,definition,level,has_image
stream,串流,Technology & Computer Science,To transmit or receive data continuously over the internet,senior,0
subnet,子網路,Technology & Computer Science,A smaller network segment within a larger network,senior,0
terabyte,兆位元組,Technology & Computer Science,A unit of digital storage equal to approximately one trillion bytes,senior,0
thread,執行緒,Technology & Computer Science,The smallest unit of processing that can be scheduled by an operating system,senior,0
token,權杖,Technology & Computer Science,A unit of data used for authentication or representing a piece of code,senior,0
topology,拓撲,Technology & Computer Science,The arrangement of elements in a computer network,senior,0
troubleshoot,疑難排解,Technology & Computer Science,To identify and resolve problems in a system or device,senior,0
Unicode,萬國碼,Technology & Computer Science,A universal character encoding standard for all writing systems,senior,0
URL,統一資源定位器,Technology & Computer Science,The address used to access a specific resource on the internet,senior,0
user interface,使用者介面,Technology & Computer Science,The visual elements through which a person interacts with a computer,senior,0
VPN,虛擬私人網路,Technology & Computer Science,"A service that creates a secure, encrypted connection over the internet",senior,0
web scraping,網頁擷取,Technology & Computer Science,Automatically extracting data from websites using software,senior,0
wireless,無線的,Technology & Computer Science,"Transmitting data without physical cables, using radio or infrared signals",senior,0
XML,可延伸標記語言,Technology & Computer Science,A markup language used to store and transport structured data,senior,0
augmented reality,擴增實境,Technology & Computer Science,Technology that overlays digital content onto the real-world environment,senior,0
virtual reality,虛擬實境,Technology & Computer Science,A simulated three-dimensional environment created by computer technology,senior,0
deep learning,深度學習,Technology & Computer Science,A subset of machine learning using multi-layered neural networks,senior,0
big data,大數據,Technology & Computer Science,Extremely large datasets that require advanced methods to analyze,senior,0
data breach,資料外洩,Technology & Computer Science,An incident where confidential information is accessed without authorization,senior,0
two-factor authentication,雙因素驗證,Technology & Computer Science,A security process requiring two different methods to verify identity,senior,0
responsive design,響應式設計,Technology & Computer Science,Web design that adapts its layout to different screen sizes,senior,0
microprocessor,微處理器,Technology & Computer Science,An integrated circuit that contains the functions of a central processor,senior,0
motherboard,主機板,Technology & Computer Science,The main circuit board in a computer that connects all components,senior,0
iteration,迭代,Technology & Computer Science,One complete cycle through a set of operations in a loop,senior,0
debugging,除錯過程,Technology & Computer Science,The systematic process of finding and removing errors from software,senior,0
backend,後端,Technology & Computer Science,The server-side part of a software system that users do not see directly,senior,0
frontend,前端,Technology & Computer Science,The client-side part of a software system that users interact with directly,senior,0
concatenate,串接,Technology & Computer Science,To link or join strings or data sequences end to end,senior,0
Boolean logic,布林邏輯,Technology & Computer Science,A form of algebra using true and false values for logical operations,senior,0
encapsulation,封裝,Technology & Computer Science,The bundling of data and methods together while restricting direct access,senior,0
polymorphism,多型,Technology & Computer Science,The ability of different objects to respond to the same method in different ways,senior,0
refactor,重構,Technology & Computer Science,To restructure existing code without changing its external behavior,senior,0
throughput,吞吐量,Technology & Computer Science,The amount of data successfully processed by a system in a given time,senior,0
deprecate,棄用,Technology & Computer Science,To mark a feature as outdated and discourage its continued use,senior,0
hackathon,黑客松,Technology & Computer Science,An event where programmers collaborate intensively on software projects,senior,0
cybercrime,網路犯罪,Technology & Computer Science,Criminal activities carried out using computers or the internet,senior,0
bandwidth throttling,頻寬節流,Technology & Computer Science,Intentionally slowing down internet speed by a service provider,senior,0
regression testing,迴歸測試,Technology & Computer Science,Retesting software after changes to ensure existing features still work,senior,0
hash function,雜湊函數,Technology & Computer Science,A function that converts data into a fixed-size value for fast lookup,senior,0
bitmap,點陣圖,Technology & Computer Science,An image format that maps each pixel to one or more bits,senior,0
gigahertz,十億赫茲,Technology & Computer Science,"A unit of frequency equal to one billion cycles per second, measuring processor speed",senior,0
peripheral interface,周邊介面,Technology & Computer Science,A connection point for attaching external devices to a computer,senior,0
cloud storage,雲端儲存,Technology & Computer Science,A service that stores data on remote servers accessible via the internet,senior,0
dark web,暗網,Technology & Computer Science,A part of the internet only accessible through special anonymizing software,senior,0
data visualization,資料視覺化,Technology & Computer Science,The graphical representation of information and data using charts or maps,senior,0
autonomous,自主的,Technology & Computer Science,Operating independently without direct human control,senior,0
chatbot,聊天機器人,Technology & Computer Science,A program that simulates human conversation through text or voice,senior,0
algorithm complexity,演算法複雜度,Technology & Computer Science,A measure of the resources required by an algorithm to solve a problem,senior,0
open data,開放資料,Technology & Computer Science,"Data that is freely available for anyone to access, use, and share",senior,0
spyware,間諜軟體,Technology & Computer Science,Software that secretly collects user information without consent,senior,0
trojan horse,特洛伊木馬程式,Technology & Computer Science,Malware disguised as legitimate software to trick users into installing it,senior,0
worm,蠕蟲病毒,Technology & Computer Science,A self-replicating malware that spreads across networks without user action,senior,0
decentralized,去中心化的,Technology & Computer Science,Distributed across multiple nodes rather than controlled by a single authority,senior,0
quantum computing,量子運算,Technology & Computer Science,Computing that uses quantum-mechanical phenomena to process information,senior,0
natural language processing,自然語言處理,Technology & Computer Science,The ability of computers to understand and generate human language,senior,0
data structure,資料結構,Technology & Computer Science,A specialized format for organizing and storing data efficiently,senior,0
version control,版本控制,Technology & Computer Science,A system that records changes to files so earlier versions can be retrieved,senior,0
microservice,微服務,Technology & Computer Science,An architectural style where an application is composed of small independent services,senior,0
containerization,容器化,Technology & Computer Science,"Packaging software with its dependencies into isolated, portable units",senior,0
DevOps,開發維運,Technology & Computer Science,A set of practices combining software development and IT operations,senior,0
agile,敏捷的,Technology & Computer Science,"A flexible, iterative approach to software development and project management",senior,0
abstraction layer,抽象層,Technology & Computer Science,A level in a system that hides underlying complexity from the user,senior,0
payload,有效負載,Technology & Computer Science,"The actual data transmitted in a communication, excluding headers and metadata",senior,0
firmware update,韌體更新,Technology & Computer Science,A software revision applied to a hardware device's permanent memory,senior,0
packet,封包,Technology & Computer Science,A small unit of data transmitted over a network,senior,0
latency optimization,延遲最佳化,Technology & Computer Science,Techniques used to reduce time delays in data transmission,senior,0
ciphertext,密文,Technology & Computer Science,Text that has been encrypted and is unreadable without a decryption key,senior,0
plaintext,明文,Technology & Computer Science,"Data in its original, unencrypted, readable form",senior,0
bootloader,開機載入程式,Technology & Computer Science,Software that initializes the operating system when a computer starts,senior,0
recursion,遞迴,Technology & Computer Science,A technique where a function calls itself to solve smaller sub-problems,senior,0
distributed computing,分散式運算,Technology & Computer Science,A model where computing tasks are spread across multiple networked machines,senior,0
edge computing,邊緣運算,Technology & Computer Science,Processing data near the source rather than in a centralized data center,senior,0
generative AI,生成式人工智慧,Technology & Computer Science,"AI systems capable of creating new content such as text, images, or code",senior,0
prompt engineering,提示工程,Technology & Computer Science,The practice of designing effective inputs to guide AI model outputs,senior,0
data lake,資料湖,Technology & Computer Science,A large storage repository that holds raw data in its native format,senior,0
load balancing,負載平衡,Technology & Computer Science,Distributing network traffic evenly across multiple servers,senior,0
redundancy,冗餘,Technology & Computer Science,Duplication of components or data to increase system reliability,senior,0
telemetry,遙測,Technology & Computer Science,The automatic collection and transmission of data from remote sources,senior,0
algorithmic bias,演算法偏差,Technology & Computer Science,Systematic errors in AI outputs caused by flawed assumptions in training data,senior,0
tokenization,代幣化,Technology & Computer Science,The process of breaking data into smaller units called tokens,senior,0
interoperability,互通性,Technology & Computer Science,The ability of different systems to work together and exchange information,senior,0
latent space,潛在空間,Technology & Computer Science,A compressed representation of data learned by a machine learning model,senior,0
convolutional,卷積的,Technology & Computer Science,Relating to a mathematical operation used in neural networks for image processing,senior,0
hyperparameter,超參數,Technology & Computer Science,A setting configured before training a machine learning model,senior,0
overfitting,過度擬合,Technology & Computer Science,When a model learns noise in training data and performs poorly on new data,senior,0
underfitting,欠擬合,Technology & Computer Science,When a model is too simple to capture the underlying patterns in data,senior,0
gradient descent,梯度下降,Technology & Computer Science,An optimization method that adjusts parameters to minimize error,senior,0
supervised learning,監督式學習,Technology & Computer Science,Machine learning using labeled data to train models,senior,0
unsupervised learning,非監督式學習,Technology & Computer Science,Machine learning that finds patterns in data without labeled examples,senior,0
reinforcement learning,強化學習,Technology & Computer Science,Machine learning where an agent learns by receiving rewards or penalties,senior,0
tensor,張量,Technology & Computer Science,A multi-dimensional array of numbers used in deep learning computations,senior,0
API endpoint,API端點,Technology & Computer Science,A specific URL where an API can be accessed to perform an operation,senior,0
webhook,網路鉤子,Technology & Computer Science,An automated message sent from one application to another when an event occurs,senior,0
middleware layer,中介層,Technology & Computer Science,A software layer that connects and manages communication between applications,senior,0
tech stack,技術堆疊,Technology & Computer Science,The combination of technologies used to build and run an application,senior,0
serverless,無伺服器的,Technology & Computer Science,A cloud computing model where the provider manages server infrastructure automatically,senior,0
microcontroller,微控制器,Technology & Computer Science,A small computer on a single chip designed for specific control tasks,senior,0
cryptography,密碼學,Technology & Computer Science,The study and practice of techniques for securing communication,senior,0
digital signature,數位簽章,Technology & Computer Science,An electronic method of verifying the authenticity of a digital document,senior,0
checksum,校驗和,Technology & Computer Science,A value calculated from data to detect errors during transmission,senior,0
handshake,交握,Technology & Computer Science,A process where two devices establish communication parameters,senior,0
DNS,網域名稱系統,Technology & Computer Science,A system that translates human-readable domain names into IP addresses,senior,0
IP address,網路位址,Technology & Computer Science,A unique numerical label assigned to each device on a computer network,senior,0
anatomy,解剖學,Medicine & Health Sciences,The branch of science concerned with the structure of living organisms,senior,1
antidote,解毒劑,Medicine & Health Sciences,A substance that counteracts the effects of a poison or toxin,senior,1
antiseptic,消毒劑,Medicine & Health Sciences,A substance applied to living tissue to prevent infection,senior,1
biopsy,切片檢查,Medicine & Health Sciences,The removal and examination of tissue from the body for diagnosis,senior,1
cardiac,心臟的,Medicine & Health Sciences,Relating to the heart or heart disease,senior,1
clinical trial,臨床試驗,Medicine & Health Sciences,A research study that tests how well new medical treatments work in people,senior,1
coagulate,凝固,Medicine & Health Sciences,"To change from a liquid to a semi-solid state, as when blood clots",senior,1
CT scan,電腦斷層掃描,Medicine & Health Sciences,A medical imaging technique using X-rays to create cross-sectional images,senior,1
cyst,囊腫,Medicine & Health Sciences,An abnormal sac in the body containing fluid or semi-solid material,senior,1
dermatology,皮膚科,Medicine & Health Sciences,The branch of medicine dealing with the skin and its diseases,senior,1
dialysis,透析,Medicine & Health Sciences,A medical procedure that filters waste from the blood when kidneys fail,senior,1
edema,水腫,Medicine & Health Sciences,Swelling caused by excess fluid trapped in the body's tissues,senior,1
electrocardiogram,心電圖,Medicine & Health Sciences,A test that records the electrical activity of the heart,senior,1
epidemiology,流行病學,Medicine & Health Sciences,The study of how diseases spread and can be controlled in populations,senior,1
etiology,病因學,Medicine & Health Sciences,The study of the causes and origins of diseases,senior,1
excision,切除,Medicine & Health Sciences,The surgical removal of tissue or an organ from the body,senior,1
femur,股骨,Medicine & Health Sciences,"The thigh bone, the longest and strongest bone in the human body",senior,1
gastric,胃的,Medicine & Health Sciences,Relating to the stomach,senior,1
genetic,遺傳的,Medicine & Health Sciences,Relating to genes or heredity,senior,1
geriatric,老年醫學的,Medicine & Health Sciences,Relating to the medical care of elderly people,senior,1
hematology,血液學,Medicine & Health Sciences,The branch of medicine concerned with blood and blood-forming organs,senior,1
hemorrhage,出血,Medicine & Health Sciences,Severe or uncontrollable bleeding from a ruptured blood vessel,senior,1
hepatitis,肝炎,Medicine & Health Sciences,"Inflammation of the liver, often caused by a viral infection",senior,1
hypertension,高血壓,Medicine & Health Sciences,Abnormally high blood pressure in the arteries,senior,1
incision,切口,Medicine & Health Sciences,A surgical cut made in skin or flesh during an operation,senior,1
intravenous,靜脈注射的,Medicine & Health Sciences,Administered directly into a vein,senior,1
lesion,病變,Medicine & Health Sciences,An area of abnormal tissue caused by disease or injury,senior,1
malignant,惡性的,Medicine & Health Sciences,"Tending to grow and spread aggressively, especially referring to tumors",senior,1
mammogram,乳房攝影,Medicine & Health Sciences,An X-ray image of the breast used to detect tumors,senior,1
MRI,磁振造影,Medicine & Health Sciences,A medical imaging technique using magnetic fields to produce detailed images,senior,1
mucous,黏液的,Medicine & Health Sciences,"Relating to or producing mucus, a slippery protective secretion",senior,1
neonatal,新生兒的,Medicine & Health Sciences,Relating to newborn children in the first 28 days after birth,senior,1
neurology,神經學,Medicine & Health Sciences,The branch of medicine dealing with the nervous system and its disorders,senior,1
oncology,腫瘤學,Medicine & Health Sciences,The branch of medicine dealing with the diagnosis and treatment of cancer,senior,1
ophthalmology,眼科學,Medicine & Health Sciences,The branch of medicine concerned with the eye and its diseases,senior,1
orthopedic,骨科的,Medicine & Health Sciences,Relating to the correction of disorders of the bones and muscles,senior,1
outpatient,門診病人,Medicine & Health Sciences,A patient who receives treatment without being admitted to a hospital,senior,1
palliative,緩和的,Medicine & Health Sciences,Providing relief from symptoms without curing the underlying disease,senior,1
pediatric,小兒科的,Medicine & Health Sciences,"Relating to the medical care of infants, children, and adolescents",senior,1
pharmaceutical,製藥的,Medicine & Health Sciences,Relating to the production and sale of medicinal drugs,senior,1
pharmacology,藥理學,Medicine & Health Sciences,The study of how drugs interact with living organisms,senior,1
physiotherapy,物理治療,Medicine & Health Sciences,Treatment of injury or disease through physical methods such as exercise,senior,1
pneumonia,肺炎,Medicine & Health Sciences,An infection that inflames the air sacs in one or both lungs,senior,1
prenatal,產前的,Medicine & Health Sciences,Relating to the period before birth during pregnancy,senior,1
prosthetic,義肢的,Medicine & Health Sciences,Relating to an artificial body part used to replace a missing one,senior,1
pulmonary,肺部的,Medicine & Health Sciences,Relating to the lungs or respiratory system,senior,1
radiology,放射學,Medicine & Health Sciences,The medical specialty using imaging technologies to diagnose diseases,senior,1
relapse,復發,Medicine & Health Sciences,The return of a disease or symptoms after a period of improvement,senior,1
remission,緩解,Medicine & Health Sciences,A period during which symptoms of a disease become less severe or disappear,senior,1
resuscitate,復甦,Medicine & Health Sciences,To revive someone from unconsciousness or apparent death,senior,1
scalpel,手術刀,Medicine & Health Sciences,"A small, sharp blade used by surgeons for making incisions",senior,1
seizure,癲癇發作,Medicine & Health Sciences,"A sudden, uncontrolled burst of electrical activity in the brain",senior,1
sepsis,敗血症,Medicine & Health Sciences,A life-threatening condition caused by the body's response to infection,senior,1
spleen,脾臟,Medicine & Health Sciences,An organ that filters blood and helps fight certain types of infection,senior,1
sterilize,消毒滅菌,Medicine & Health Sciences,To make something free from bacteria or other living microorganisms,senior,1
suture,縫合,Medicine & Health Sciences,A stitch or row of stitches used to close a wound or surgical incision,senior,1
transfusion,輸血,Medicine & Health Sciences,The transfer of blood or blood components from one person to another,senior,1
triage,檢傷分類,Medicine & Health Sciences,The process of prioritizing patients based on the severity of their condition,senior,1
ultrasound,超音波,Medicine & Health Sciences,A medical imaging technique using high-frequency sound waves,senior,1
urology,泌尿科,Medicine & Health Sciences,The branch of medicine dealing with the urinary system and male reproductive organs,senior,1
ventilator,呼吸器,Medicine & Health Sciences,A machine that helps a patient breathe by pumping air into the lungs,senior,1
auscultation,聽診,Medicine & Health Sciences,The act of listening to internal body sounds using a stethoscope,senior,1
carcinogen,致癌物,Medicine & Health Sciences,A substance capable of causing cancer in living tissue,senior,1
catheter,導管,Medicine & Health Sciences,A thin tube inserted into the body to drain fluid or deliver treatment,senior,1
cerebral,腦的,Medicine & Health Sciences,Relating to the brain or cerebrum,senior,1
cornea,角膜,Medicine & Health Sciences,The transparent front part of the eye that covers the iris and pupil,senior,1
diastolic,舒張期的,Medicine & Health Sciences,Relating to the phase when the heart relaxes between beats,senior,1
esophagus,食道,Medicine & Health Sciences,The tube that carries food from the throat to the stomach,senior,1
fetus,胎兒,Medicine & Health Sciences,An unborn offspring in the later stages of development,senior,1
gastrointestinal,腸胃的,Medicine & Health Sciences,Relating to the stomach and intestines,senior,1
neurological,神經學的,Medicine & Health Sciences,Relating to the nervous system and its disorders,senior,1
obstetrics,產科學,Medicine & Health Sciences,The branch of medicine dealing with childbirth and pregnancy care,senior,1
optic,視覺的,Medicine & Health Sciences,Relating to the eye or vision,senior,1
posterior,後方的,Medicine & Health Sciences,Situated at or toward the back of the body,senior,1
anterior,前方的,Medicine & Health Sciences,Situated at or toward the front of the body,senior,1
prevalence,盛行率,Medicine & Health Sciences,The proportion of a population affected by a disease at a specific time,senior,1
prophylaxis,預防措施,Medicine & Health Sciences,"Action taken to prevent disease, especially by vaccination or medication",senior,1
retina,視網膜,Medicine & Health Sciences,The light-sensitive layer at the back of the eye that sends signals to the brain,senior,1
scoliosis,脊柱側彎,Medicine & Health Sciences,An abnormal lateral curvature of the spine,senior,1
sedative,鎮靜劑,Medicine & Health Sciences,A drug that calms or induces sleep by reducing nervous system activity,senior,1
systolic,收縮期的,Medicine & Health Sciences,Relating to the phase when the heart contracts to pump blood,senior,1
trachea,氣管,Medicine & Health Sciences,The windpipe; the tube carrying air from the throat to the lungs,senior,1
vertebra,脊椎骨,Medicine & Health Sciences,One of the small bones forming the backbone,senior,1
anemia,貧血,Medicine & Health Sciences,A condition in which the blood lacks enough healthy red blood cells,senior,1
arthritis,關節炎,Medicine & Health Sciences,Inflammation of one or more joints causing pain and stiffness,senior,1
cortisol,皮質醇,Medicine & Health Sciences,A hormone produced by the adrenal glands in response to stress,senior,1
degenerative,退化性的,Medicine & Health Sciences,Relating to a progressive decline in the function of cells or organs,senior,1
dialyze,進行透析,Medicine & Health Sciences,To purify blood using a dialysis machine when kidneys cannot function,senior,1
dislocation,脫臼,Medicine & Health Sciences,The displacement of a bone from its normal position in a joint,senior,1
eczema,濕疹,Medicine & Health Sciences,"A condition that causes the skin to become inflamed, itchy, and cracked",senior,1
endoscopy,內視鏡檢查,Medicine & Health Sciences,A procedure using a camera on a flexible tube to examine internal organs,senior,1
aneurysm,動脈瘤,Medicine & Health Sciences,An abnormal bulge in the wall of a blood vessel that may rupture,senior,1
atrophy,萎縮,Medicine & Health Sciences,The wasting away of body tissue or an organ due to lack of use,senior,1
biomarker,生物標記,Medicine & Health Sciences,A measurable indicator of a biological condition or disease,senior,1
cardiologist,心臟科醫師,Medicine & Health Sciences,A doctor who specializes in diagnosing and treating heart diseases,senior,1
cervical,頸部的,Medicine & Health Sciences,Relating to the neck or the cervix of the uterus,senior,1
comorbidity,共病症,Medicine & Health Sciences,The simultaneous presence of two or more diseases in a patient,senior,1
contraindication,禁忌症,Medicine & Health Sciences,A condition that makes a particular treatment or procedure inadvisable,senior,1
deficiency,缺乏症,Medicine & Health Sciences,A lack or shortage of a nutrient or substance needed by the body,senior,1
dialyzer,透析器,Medicine & Health Sciences,The filtering device used in a dialysis machine to clean the blood,senior,1
efficacy,療效,Medicine & Health Sciences,The ability of a drug or treatment to produce the desired result,senior,1
electroencephalogram,腦波圖,Medicine & Health Sciences,A test that records electrical activity in the brain,senior,1
generic drug,學名藥,Medicine & Health Sciences,A medication with the same active ingredient as a brand-name drug but sold at lower cost,senior,1
graft,移植物,Medicine & Health Sciences,Tissue or an organ transplanted from one part of the body to another,senior,1
hospice,安寧療護,Medicine & Health Sciences,Care focused on comfort for terminally ill patients,senior,1
hypothermia,低體溫症,Medicine & Health Sciences,A dangerously low body temperature caused by prolonged cold exposure,senior,1
immunodeficiency,免疫缺乏,Medicine & Health Sciences,A condition in which the immune system's ability to fight disease is weakened,senior,1
inoculate,接種,Medicine & Health Sciences,To introduce a vaccine into the body to produce immunity,senior,1
intubation,插管,Medicine & Health Sciences,The insertion of a tube into the airway to assist breathing,senior,1
laparoscopy,腹腔鏡檢查,Medicine & Health Sciences,A minimally invasive surgical procedure using a small camera,senior,1
lumbar,腰部的,Medicine & Health Sciences,Relating to the lower part of the back,senior,1
lymph,淋巴液,Medicine & Health Sciences,A clear fluid that circulates through the lymphatic system to fight infection,senior,1
meningitis,腦膜炎,Medicine & Health Sciences,Inflammation of the membranes surrounding the brain and spinal cord,senior,1
necrosis,壞死,Medicine & Health Sciences,"The death of body tissue due to injury, disease, or lack of blood supply",senior,1
obstetrician,產科醫師,Medicine & Health Sciences,A doctor who specializes in pregnancy and childbirth,senior,1
osteoporosis,骨質疏鬆症,Medicine & Health Sciences,A condition where bones become weak and brittle due to loss of density,senior,1
pacemaker,心臟節律器,Medicine & Health Sciences,A medical device that regulates the heartbeat with electrical impulses,senior,1
palpitation,心悸,Medicine & Health Sciences,An abnormally rapid or irregular heartbeat felt by the patient,senior,1
pediatrician,小兒科醫師,Medicine & Health Sciences,A doctor who specializes in the care of children,senior,1
peritoneum,腹膜,Medicine & Health Sciences,The membrane lining the abdominal cavity and covering the organs,senior,1
phlebotomy,靜脈切開術,Medicine & Health Sciences,The practice of drawing blood from a vein for medical testing,senior,1
postoperative,術後的,Medicine & Health Sciences,Relating to the period following a surgical operation,senior,1
preoperative,術前的,Medicine & Health Sciences,Relating to the period before a surgical operation,senior,1
prosthesis,義肢,Medicine & Health Sciences,An artificial device that replaces a missing body part,senior,1
radiotherapy,放射治療,Medicine & Health Sciences,The use of high-energy radiation to treat cancer,senior,1
serotonin,血清素,Medicine & Health Sciences,"A neurotransmitter that regulates mood, sleep, and appetite",senior,1
sternum,胸骨,Medicine & Health Sciences,The flat bone in the center of the chest connecting the ribs,senior,1
stoma,造口,Medicine & Health Sciences,An artificial opening created surgically on the body surface,senior,1
subcutaneous,皮下的,Medicine & Health Sciences,Located or administered beneath the skin,senior,1
thrombosis,血栓症,Medicine & Health Sciences,The formation of a blood clot inside a blood vessel,senior,1
tourniquet,止血帶,Medicine & Health Sciences,A device used to apply pressure to a limb to stop bleeding,senior,1
urinalysis,尿液分析,Medicine & Health Sciences,A laboratory test examining the content and properties of urine,senior,1
venous,靜脈的,Medicine & Health Sciences,Relating to the veins in the body,senior,1
vital signs,生命徵象,Medicine & Health Sciences,Measurements of basic body functions such as heart rate and temperature,senior,1
zoonosis,人畜共通傳染病,Medicine & Health Sciences,A disease that can be transmitted from animals to humans,senior,1
abscess,膿瘡,Medicine & Health Sciences,A swollen area within body tissue containing a collection of pus,senior,1
allergen,過敏原,Medicine & Health Sciences,A substance that causes an allergic reaction in sensitive individuals,senior,1
analgesic,止痛劑,Medicine & Health Sciences,A medication that relieves pain without causing loss of consciousness,senior,1
angioplasty,血管成形術,Medicine & Health Sciences,A procedure to widen narrowed or blocked blood vessels,senior,1
appendectomy,闌尾切除術,Medicine & Health Sciences,Surgical removal of the appendix,senior,1
autoimmune,自體免疫的,Medicine & Health Sciences,Relating to a condition where the immune system attacks the body's own cells,senior,1
bronchitis,支氣管炎,Medicine & Health Sciences,Inflammation of the lining of the bronchial tubes in the lungs,senior,1
chemotherapy,化學治療,Medicine & Health Sciences,The use of chemical drugs to treat cancer by killing rapidly dividing cells,senior,1
corpuscle,血球,Medicine & Health Sciences,"A minute body or cell in an organism, especially a red or white blood cell",senior,1
cranium,顱骨,Medicine & Health Sciences,The part of the skull that encloses and protects the brain,senior,1
dermatitis,皮膚炎,Medicine & Health Sciences,"Inflammation of the skin causing itching, redness, and irritation",senior,1
disinfectant,消毒劑,Medicine & Health Sciences,A chemical substance used to kill germs on non-living surfaces,senior,1
dystrophy,營養失調,Medicine & Health Sciences,A disorder involving the progressive weakening or degeneration of tissue,senior,1
embolism,栓塞,Medicine & Health Sciences,The obstruction of a blood vessel by a clot or foreign substance,senior,1
fibrosis,纖維化,Medicine & Health Sciences,"The thickening and scarring of connective tissue, usually after injury",senior,1
gangrene,壞疽,Medicine & Health Sciences,The death of body tissue due to lack of blood supply or bacterial infection,senior,1
gynecology,婦科學,Medicine & Health Sciences,The branch of medicine dealing with the female reproductive system,senior,1
hematoma,血腫,Medicine & Health Sciences,A solid swelling of clotted blood within the tissues,senior,1
histology,組織學,Medicine & Health Sciences,The study of the microscopic structure of tissues,senior,1
hypoglycemia,低血糖症,Medicine & Health Sciences,A condition where blood sugar levels drop below normal,senior,1
ischemia,缺血,Medicine & Health Sciences,An inadequate blood supply to a part of the body,senior,1
jaundice,黃疸,Medicine & Health Sciences,A condition causing yellowing of the skin due to excess bilirubin,senior,1
larynx,喉頭,Medicine & Health Sciences,The hollow organ in the throat containing the vocal cords,senior,1
marrow,骨髓,Medicine & Health Sciences,The soft tissue inside bones that produces blood cells,senior,1
metastasis,轉移,Medicine & Health Sciences,The spread of cancer cells from one part of the body to another,senior,1
ophthalmologist,眼科醫師,Medicine & Health Sciences,A doctor who specializes in eye and vision care,senior,1
acoustics,聲學,Engineering & Architecture,The branch of science dealing with the properties and behavior of sound,senior,1
aerodynamic,空氣動力學的,Engineering & Architecture,Relating to the movement of air and its interaction with solid objects,senior,1
amplifier,放大器,Engineering & Architecture,A device that increases the strength of an electrical signal,senior,1
aqueduct,輸水道,Engineering & Architecture,A bridge-like structure designed to carry water across a distance,senior,1
arc,弧,Engineering & Architecture,A curved shape or the path of an electrical discharge between two points,senior,1
axle,車軸,Engineering & Architecture,A rod or spindle on which a wheel or pair of wheels rotates,senior,1
bearing,軸承,Engineering & Architecture,A machine component that reduces friction between moving parts,senior,1
bioengineering,生物工程,Engineering & Architecture,The application of engineering principles to biological systems,senior,1
bolt,螺栓,Engineering & Architecture,A metal fastener with a threaded shaft used with a nut to join parts,senior,1
CAD,電腦輔助設計,Engineering & Architecture,Computer-Aided Design; software used to create precision drawings and models,senior,1
calibrate,校準,Engineering & Architecture,To adjust and verify the accuracy of a measuring instrument,senior,1
cantilever,懸臂,Engineering & Architecture,A beam anchored at one end and projecting into space at the other,senior,1
chassis,底盤,Engineering & Architecture,The base frame of a vehicle or electronic device,senior,1
civil engineering,土木工程,Engineering & Architecture,The branch of engineering dealing with public infrastructure design,senior,1
cladding,覆層,Engineering & Architecture,An external covering applied to a building for protection or appearance,senior,1
clearance,間隙,Engineering & Architecture,The space between two objects or surfaces allowing free movement,senior,1
compressor,壓縮機,Engineering & Architecture,A device that increases the pressure of a gas by reducing its volume,senior,1
crane,起重機,Engineering & Architecture,A large machine used for lifting and moving heavy objects,senior,1
cross-section,橫截面,Engineering & Architecture,A view of an object as if it had been cut through along a plane,senior,1
deflection,撓度,Engineering & Architecture,The degree to which a structural element bends under a load,senior,1
efficiency,效率,Engineering & Architecture,The ratio of useful output to total input in a system,senior,1
electrode,電極,Engineering & Architecture,A conductor through which electricity enters or leaves a substance,senior,1
elevation,立面圖,Engineering & Architecture,A drawing showing the exterior face of a building or a height measurement,senior,1
fabricate,製造,Engineering & Architecture,"To construct or manufacture something, especially from prepared components",senior,1
flux,通量,Engineering & Architecture,The rate of flow of energy or particles across a given surface,senior,1
furnace,熔爐,Engineering & Architecture,An enclosed structure in which materials are heated to very high temperatures,senior,1
gauge,量規,Engineering & Architecture,"An instrument for measuring the size, amount, or condition of something",senior,1
geotechnical,大地工程的,Engineering & Architecture,Relating to the engineering behavior of earth materials such as soil and rock,senior,1
girder,大樑,Engineering & Architecture,"A large beam, usually of steel, used as a main structural support",senior,1
grating,格柵,Engineering & Architecture,"A framework of parallel bars used as a cover, guard, or drain",senior,1
hydraulic,液壓的,Engineering & Architecture,"Operated by the pressure of a fluid, especially water or oil",senior,1
kilowatt,千瓦,Engineering & Architecture,A unit of power equal to one thousand watts,senior,1
kinematic,運動學的,Engineering & Architecture,Relating to the motion of objects without considering the forces involved,senior,1
laminate,積層板,Engineering & Architecture,A material made by bonding together multiple layers for strength,senior,1
load-bearing,承重的,Engineering & Architecture,Designed to support the weight of a structure above it,senior,1
locomotive,機車頭,Engineering & Architecture,A powered vehicle used to pull trains along railway tracks,senior,1
lubricate,潤滑,Engineering & Architecture,To apply a substance to reduce friction between moving surfaces,senior,1
machinery,機械裝置,Engineering & Architecture,A collective term for machines or the parts of a machine,senior,1
manifold,歧管,Engineering & Architecture,A pipe or chamber with multiple openings for distributing fluid or gas,senior,1
mechanical,機械的,Engineering & Architecture,Relating to machines or the principles of mechanics,senior,1
metallurgy,冶金學,Engineering & Architecture,The science of extracting metals from ores and modifying their properties,senior,1
nozzle,噴嘴,Engineering & Architecture,A spout at the end of a pipe or tube used to direct or control fluid flow,senior,1
oscillator,振盪器,Engineering & Architecture,A device or circuit that produces a repetitive electronic signal,senior,1
overhaul,大修,Engineering & Architecture,A thorough examination and repair of a piece of equipment,senior,1
