filename,word,type,description
8000-senior-high-school-words.md,clemency,Political Science & Government,Mercy or leniency shown toward someone being punished
8000-senior-high-school-words.md,coercion,Political Science & Government,The practice of persuading someone through force or threats
8000-senior-high-school-words.md,concession,Political Science & Government,Something granted in response to demands or negotiation
8000-senior-high-school-words.md,constituency,Political Science & Government,A body of voters or the district they represent
8000-senior-high-school-words.md,constitutional monarchy,Political Science & Government,A system where a monarch's power is limited by a constitution
8000-senior-high-school-words.md,decree,Political Science & Government,An official order issued by a legal authority
8000-senior-high-school-words.md,defection,Political Science & Government,"The abandonment of a group, cause, or country for an opposing one"
8000-senior-high-school-words.md,despot,Political Science & Government,"A ruler who holds absolute power, typically in a cruel manner"
8000-senior-high-school-words.md,diplomatic immunity,Political Science & Government,The exemption of diplomats from local laws in the country where they serve
8000-senior-high-school-words.md,disenfranchise,Political Science & Government,To deprive someone of the right to vote
8000-senior-high-school-words.md,egalitarianism,Political Science & Government,The belief that all people are fundamentally equal and deserve equal rights
8000-senior-high-school-words.md,electorate,Political Science & Government,All the people in a country or area who are entitled to vote
8000-senior-high-school-words.md,expatriate,Political Science & Government,A person who lives outside their native country
8000-senior-high-school-words.md,gerrymander,Political Science & Government,To manipulate the boundaries of an electoral district for political gain
8000-senior-high-school-words.md,gubernatorial,Political Science & Government,Relating to a state governor
8000-senior-high-school-words.md,inaugurate,Political Science & Government,To formally begin or introduce a new leader into office
8000-senior-high-school-words.md,interim,Political Science & Government,Temporary; serving during an interval before a permanent arrangement
8000-senior-high-school-words.md,isolationism,Political Science & Government,A foreign policy that avoids involvement in international affairs
8000-senior-high-school-words.md,keynote,Political Science & Government,The main theme or message of a speech or conference
8000-senior-high-school-words.md,landslide,Political Science & Government,An overwhelming victory in an election
8000-senior-high-school-words.md,lame duck,Political Science & Government,An official in the final period of office after a successor has been elected
8000-senior-high-school-words.md,libertarian,Political Science & Government,A person who believes in minimal government interference in personal affairs
8000-senior-high-school-words.md,magistrate,Political Science & Government,A civil officer who administers the law at a local level
8000-senior-high-school-words.md,meritocracy,Political Science & Government,A system in which advancement is based on ability and talent
8000-senior-high-school-words.md,militarism,Political Science & Government,The belief that a country should maintain a strong military capability
8000-senior-high-school-words.md,moratorium,Political Science & Government,A temporary suspension of an activity or law
8000-senior-high-school-words.md,nepotism,Political Science & Government,Favoritism shown to relatives or friends in granting positions of power
8000-senior-high-school-words.md,nonpartisan,Political Science & Government,Not biased toward any particular political group
8000-senior-high-school-words.md,pacifism,Political Science & Government,"The belief that disputes should be settled peacefully, opposing war"
8000-senior-high-school-words.md,pardon,Political Science & Government,The release of a person from punishment for a crime
8000-senior-high-school-words.md,plutocracy,Political Science & Government,Government by the wealthy
8000-senior-high-school-words.md,politicize,Political Science & Government,To make something into a political issue
8000-senior-high-school-words.md,poll tax,Political Science & Government,"A tax levied on every adult, often used historically to restrict voting"
8000-senior-high-school-words.md,preamble,Political Science & Government,An introductory statement in a document explaining its purpose
8000-senior-high-school-words.md,proclamation,Political Science & Government,An official public announcement
8000-senior-high-school-words.md,proponent,Political Science & Government,A person who advocates for or supports something
8000-senior-high-school-words.md,quorum,Political Science & Government,The minimum number of members needed to conduct official business
8000-senior-high-school-words.md,ratification,Political Science & Government,The formal approval of an agreement or treaty
8000-senior-high-school-words.md,repatriation,Political Science & Government,The return of someone to their own country
8000-senior-high-school-words.md,statute of limitations,Political Science & Government,A law limiting the time within which legal proceedings may be brought
8000-senior-high-school-words.md,subversive,Political Science & Government,Seeking to undermine or overthrow an established system
8000-senior-high-school-words.md,technocracy,Political Science & Government,A system of governance by technical experts
8000-senior-high-school-words.md,theocracy,Political Science & Government,A form of government in which religious leaders hold power
8000-senior-high-school-words.md,treason,Political Science & Government,The crime of betraying one's country
8000-senior-high-school-words.md,tyranny,Political Science & Government,Cruel and oppressive government rule
8000-senior-high-school-words.md,diplomatic,Political Science & Government,Relating to international negotiations or relations between nations
8000-senior-high-school-words.md,dissident,Political Science & Government,"A person who opposes official policy, especially in an authoritarian state"
8000-senior-high-school-words.md,emissary,Political Science & Government,A person sent on a special diplomatic mission
8000-senior-high-school-words.md,enfranchise,Political Science & Government,To give someone the right to vote
8000-senior-high-school-words.md,exile,Political Science & Government,The state of being barred from one's native country
8000-senior-high-school-words.md,incumbent upon,Political Science & Government,Necessary as a duty or responsibility
8000-senior-high-school-words.md,instigate,Political Science & Government,"To bring about or initiate an action, often negative"
8000-senior-high-school-words.md,liberation,Political Science & Government,The act of setting someone free from oppression or foreign control
8000-senior-high-school-words.md,lobbying,Political Science & Government,The act of seeking to influence legislators on behalf of a special interest
8000-senior-high-school-words.md,martial,Political Science & Government,Relating to war or the military
8000-senior-high-school-words.md,nationhood,Political Science & Government,The status of being an independent nation
8000-senior-high-school-words.md,pact,Political Science & Government,A formal agreement between individuals or parties
8000-senior-high-school-words.md,parliamentary,Political Science & Government,Relating to or enacted by a parliament
8000-senior-high-school-words.md,patriarchy,Political Science & Government,A system of society in which men hold primary power
8000-senior-high-school-words.md,political spectrum,Political Science & Government,A model that classifies political positions from left to right
8000-senior-high-school-words.md,proxy,Political Science & Government,A person authorized to act on behalf of another
8000-senior-high-school-words.md,purge,Political Science & Government,The removal of people considered undesirable from an organization
8000-senior-high-school-words.md,rationale,Political Science & Government,The underlying reason or justification for a policy or action
8000-senior-high-school-words.md,reconstruct,Political Science & Government,"To build again after destruction, or to reorganize a political system"
8000-senior-high-school-words.md,reparation,Political Science & Government,Payment made by a defeated nation for damages caused during war
8000-senior-high-school-words.md,sedition,Political Science & Government,Conduct or speech inciting people to rebel against the authority of a state
8000-senior-high-school-words.md,self-determination,Political Science & Government,The right of a people to determine their own political status
8000-senior-high-school-words.md,statesmanship,Political Science & Government,The skill and wisdom shown in managing public affairs
8000-senior-high-school-words.md,suffragist,Political Science & Government,A person advocating the extension of voting rights
8000-senior-high-school-words.md,supranational,Political Science & Government,Having authority that transcends national boundaries
8000-senior-high-school-words.md,territorial,Political Science & Government,Relating to the ownership or control of an area of land
8000-senior-high-school-words.md,totalitarian,Political Science & Government,Relating to a system of government that is centralized and dictatorial
8000-senior-high-school-words.md,transparency,Political Science & Government,Openness and accountability in government operations
8000-senior-high-school-words.md,utilitarianism,Political Science & Government,The doctrine that actions are right if they benefit the majority
8000-senior-high-school-words.md,whistleblower,Political Science & Government,A person who exposes wrongdoing within an organization
8000-senior-high-school-words.md,xenophobia,Political Science & Government,Intense dislike or fear of people from other countries
8000-senior-high-school-words.md,zoning,Political Science & Government,The division of land by authorities into areas designated for particular uses
8000-senior-high-school-words.md,abolish,Political Science & Government,"To formally put an end to a system, practice, or institution"
8000-senior-high-school-words.md,abstain,Political Science & Government,To choose not to vote on a particular issue
8000-senior-high-school-words.md,accession,Political Science & Government,"The attainment of a position of power, especially that of a monarch"
8000-senior-high-school-words.md,bloc,Political Science & Government,A group of countries or political parties with shared interests
8000-senior-high-school-words.md,circumscribe,Political Science & Government,To restrict or limit the power or scope of something
8000-senior-high-school-words.md,consolidate,Political Science & Government,To strengthen or combine political power or territory
8000-senior-high-school-words.md,adjudicate,Law & Justice,To make a formal judgment or decision on a disputed matter
8000-senior-high-school-words.md,affidavit,Law & Justice,A written statement confirmed by oath for use as evidence in court
8000-senior-high-school-words.md,amnesty,Law & Justice,An official pardon for people convicted of political offenses
8000-senior-high-school-words.md,arbitration,Law & Justice,The settlement of a dispute by an independent third party
8000-senior-high-school-words.md,arraign,Law & Justice,To call a defendant before a court to answer criminal charges
8000-senior-high-school-words.md,arson,Law & Justice,The criminal act of deliberately setting fire to property
8000-senior-high-school-words.md,assault,Law & Justice,A physical attack or the threat of a physical attack on someone
8000-senior-high-school-words.md,bench,Law & Justice,"The judge's seat in court, or judges collectively"
8000-senior-high-school-words.md,breach,Law & Justice,"A failure to observe a law, agreement, or code of conduct"
8000-senior-high-school-words.md,burden of proof,Law & Justice,The obligation to prove one's claims in a legal proceeding
8000-senior-high-school-words.md,case law,Law & Justice,Law established by the outcome of previous court cases
8000-senior-high-school-words.md,censure,Law & Justice,An official expression of severe disapproval
8000-senior-high-school-words.md,circumstantial,Law & Justice,Based on indirect evidence rather than direct observation
8000-senior-high-school-words.md,clemency,Law & Justice,Mercy shown by a person in authority toward someone they punish
8000-senior-high-school-words.md,coerce,Law & Justice,To persuade someone to do something by using force or threats
8000-senior-high-school-words.md,collateral,Law & Justice,Something pledged as security for repayment of a loan
8000-senior-high-school-words.md,compensate,Law & Justice,"To give something, typically money, in recognition of loss or suffering"
8000-senior-high-school-words.md,compliance,Law & Justice,"The act of conforming to a rule, standard, or law"
8000-senior-high-school-words.md,confession,Law & Justice,A formal statement admitting that one has committed a crime
8000-senior-high-school-words.md,conspiracy,Law & Justice,A secret plan by a group to do something unlawful
8000-senior-high-school-words.md,copyright,Law & Justice,The exclusive legal right to reproduce or distribute creative work
8000-senior-high-school-words.md,corroborate,Law & Justice,To confirm or support a statement with additional evidence
8000-senior-high-school-words.md,damages,Law & Justice,Money claimed or awarded as compensation for a loss or injury
8000-senior-high-school-words.md,decree,Law & Justice,An official order issued by a court or other authority
8000-senior-high-school-words.md,defamation,Law & Justice,The act of damaging someone's good reputation through false statements
8000-senior-high-school-words.md,delinquent,Law & Justice,A young person who regularly commits crimes
8000-senior-high-school-words.md,deposition,Law & Justice,A witness's sworn testimony taken outside of court
8000-senior-high-school-words.md,deterrent,Law & Justice,Something that discourages someone from committing a crime
8000-senior-high-school-words.md,disclaimer,Law & Justice,A statement denying responsibility or connection with something
8000-senior-high-school-words.md,discovery,Law & Justice,The pretrial process of exchanging relevant information between parties
8000-senior-high-school-words.md,discretion,Law & Justice,The freedom of a judge or authority to make decisions
8000-senior-high-school-words.md,due process,Law & Justice,Fair treatment through the normal judicial system
8000-senior-high-school-words.md,embezzlement,Law & Justice,The theft of funds entrusted to one's care
8000-senior-high-school-words.md,entitlement,Law & Justice,A legal right to receive something
8000-senior-high-school-words.md,equity,Law & Justice,A branch of law that provides fair remedies not available in strict law
8000-senior-high-school-words.md,estoppel,Law & Justice,A legal principle preventing someone from arguing something contrary to a previous claim
8000-senior-high-school-words.md,eviction,Law & Justice,The legal removal of a tenant from a property
8000-senior-high-school-words.md,exonerate,Law & Justice,To absolve someone from blame or clear them of a criminal charge
8000-senior-high-school-words.md,extenuating,Law & Justice,Serving to lessen the seriousness of an offense
8000-senior-high-school-words.md,extortion,Law & Justice,"The practice of obtaining something through force, threats, or coercion"
8000-senior-high-school-words.md,fiduciary,Law & Justice,"Involving trust, especially in relation to managing another's assets"
8000-senior-high-school-words.md,forgery,Law & Justice,The crime of falsely making or altering a document
8000-senior-high-school-words.md,grand jury,Law & Justice,A jury that examines evidence to decide whether charges should be brought
8000-senior-high-school-words.md,grievance,Law & Justice,A formal complaint about unfair treatment
8000-senior-high-school-words.md,habeas corpus,Law & Justice,A legal order requiring a person to be brought before a judge
8000-senior-high-school-words.md,harassment,Law & Justice,Aggressive pressure or intimidation directed at someone
8000-senior-high-school-words.md,homicide,Law & Justice,The killing of one person by another
8000-senior-high-school-words.md,immunity,Law & Justice,Exemption from legal proceedings or penalties
8000-senior-high-school-words.md,incarcerate,Law & Justice,To imprison or confine someone
8000-senior-high-school-words.md,indemnity,Law & Justice,Security against legal liability for one's actions
8000-senior-high-school-words.md,infringement,Law & Justice,"The violation of a law, right, or agreement"
8000-senior-high-school-words.md,injunction,Law & Justice,A court order requiring someone to do or refrain from doing something
8000-senior-high-school-words.md,insolvent,Law & Justice,Unable to pay debts owed
8000-senior-high-school-words.md,interrogate,Law & Justice,"To question someone closely, aggressively, or formally"
8000-senior-high-school-words.md,jurisprudence,Law & Justice,The study and theory of law
8000-senior-high-school-words.md,larceny,Law & Justice,Theft of personal property
8000-senior-high-school-words.md,liable,Law & Justice,Legally responsible for something
8000-senior-high-school-words.md,libel,Law & Justice,A published false statement that damages a person's reputation
8000-senior-high-school-words.md,lien,Law & Justice,A legal claim on property as security for a debt
8000-senior-high-school-words.md,litigate,Law & Justice,To take a dispute to a court of law
8000-senior-high-school-words.md,magistrate,Law & Justice,A judge who handles minor offenses and preliminary hearings
8000-senior-high-school-words.md,malice,Law & Justice,The intention to do evil or cause harm
8000-senior-high-school-words.md,manslaughter,Law & Justice,The crime of killing a person without premeditation
8000-senior-high-school-words.md,notarize,Law & Justice,To have a document officially certified by a notary public
8000-senior-high-school-words.md,obstruct,Law & Justice,"To block or hinder the progress of something, especially justice"
8000-senior-high-school-words.md,perjury,Law & Justice,The crime of lying under oath in a court of law
8000-senior-high-school-words.md,plea,Law & Justice,A formal statement by a defendant of guilty or not guilty
8000-senior-high-school-words.md,prosecute,Law & Justice,To institute legal proceedings against someone
8000-senior-high-school-words.md,provision,Law & Justice,A clause in a law or agreement that specifies a particular condition
8000-senior-high-school-words.md,punitive,Law & Justice,Intended as punishment
8000-senior-high-school-words.md,restitution,Law & Justice,The restoration of something to its rightful owner or compensation for loss
8000-senior-high-school-words.md,retribution,Law & Justice,Punishment inflicted as vengeance for a wrongdoing
8000-senior-high-school-words.md,settlement,Law & Justice,An agreement reached to resolve a legal dispute without going to trial
8000-senior-high-school-words.md,slander,Law & Justice,Making false spoken statements that damage someone's reputation
8000-senior-high-school-words.md,solicitor,Law & Justice,A legal practitioner who advises clients and prepares legal documents
8000-senior-high-school-words.md,summons,Law & Justice,An official order to appear in court
8000-senior-high-school-words.md,tort,Law & Justice,A wrongful act leading to civil liability
8000-senior-high-school-words.md,trademark,Law & Justice,"A symbol, word, or phrase legally registered for the exclusive use of a company"
8000-senior-high-school-words.md,trespass,Law & Justice,To enter someone's land or property without permission
8000-senior-high-school-words.md,abrogate,Law & Justice,To formally abolish or annul a law or agreement
8000-senior-high-school-words.md,accessory,Law & Justice,A person who helps someone commit a crime without being present
8000-senior-high-school-words.md,accomplice,Law & Justice,A person who helps another commit a crime
8000-senior-high-school-words.md,acquittal,Law & Justice,A judgment that a person is not guilty of the crime charged
8000-senior-high-school-words.md,admissible,Law & Justice,Acceptable as evidence in a court of law
8000-senior-high-school-words.md,alibi,Law & Justice,Evidence that a person was elsewhere when a crime was committed
8000-senior-high-school-words.md,annul,Law & Justice,To declare a legal agreement invalid
8000-senior-high-school-words.md,appellant,Law & Justice,A person who appeals a court's decision
8000-senior-high-school-words.md,autopsy,Law & Justice,A medical examination of a dead body to determine the cause of death
8000-senior-high-school-words.md,bench trial,Law & Justice,A trial conducted by a judge without a jury
8000-senior-high-school-words.md,bribery,Law & Justice,The offering of money or favors to influence an official's conduct
8000-senior-high-school-words.md,capital punishment,Law & Justice,The legally authorized execution of someone as punishment for a crime
8000-senior-high-school-words.md,civil law,Law & Justice,The body of law dealing with disputes between individuals or organizations
8000-senior-high-school-words.md,class action,Law & Justice,A lawsuit filed by one or more people on behalf of a larger group
8000-senior-high-school-words.md,common law,Law & Justice,Law derived from custom and judicial precedent rather than statutes
8000-senior-high-school-words.md,complainant,Law & Justice,A person who makes a formal complaint in a court of law
8000-senior-high-school-words.md,condemn,Law & Justice,To sentence someone to a particular punishment
8000-senior-high-school-words.md,constitutional law,Law & Justice,The body of law that defines the role and structure of government
8000-senior-high-school-words.md,coroner,Law & Justice,An official who investigates the cause of unexplained deaths
8000-senior-high-school-words.md,cross-examine,Law & Justice,To question a witness called by the opposing side in court
8000-senior-high-school-words.md,culpable,Law & Justice,Deserving blame or censure for a wrongful act
8000-senior-high-school-words.md,defraud,Law & Justice,To illegally obtain money from someone by deception
8000-senior-high-school-words.md,deliberate,Law & Justice,To think carefully about a legal matter before making a decision
8000-senior-high-school-words.md,disinherit,Law & Justice,To prevent someone from inheriting one's property
8000-senior-high-school-words.md,docket,Law & Justice,A calendar or list of cases for trial in a court
8000-senior-high-school-words.md,double jeopardy,Law & Justice,The risk of being tried twice for the same offense
8000-senior-high-school-words.md,enactment,Law & Justice,The process of passing a new law
8000-senior-high-school-words.md,exculpate,Law & Justice,To prove that someone is not guilty of wrongdoing
8000-senior-high-school-words.md,executor,Law & Justice,A person appointed to carry out the terms of a will
8000-senior-high-school-words.md,eyewitness,Law & Justice,A person who has personally seen something happen
8000-senior-high-school-words.md,forensic,Law & Justice,Relating to the application of scientific methods to the investigation of crime
8000-senior-high-school-words.md,garnishee,Law & Justice,A person or institution holding money subject to a legal order of seizure
8000-senior-high-school-words.md,heir,Law & Justice,A person legally entitled to receive property upon someone's death
8000-senior-high-school-words.md,hung jury,Law & Justice,A jury unable to agree on a verdict
8000-senior-high-school-words.md,implicate,Law & Justice,To show someone to be involved in a crime
8000-senior-high-school-words.md,incriminate,Law & Justice,To make someone appear guilty of a crime
8000-senior-high-school-words.md,inheritance,Law & Justice,Property or money received from someone who has died
8000-senior-high-school-words.md,inquest,Law & Justice,A judicial inquiry into the cause of a death
8000-senior-high-school-words.md,intellectual property,Law & Justice,"Creations of the mind protected by law, such as inventions and artistic works"
8000-senior-high-school-words.md,jurisprudential,Law & Justice,Relating to the theory or philosophy of law
8000-senior-high-school-words.md,juror,Law & Justice,A member of a jury
8000-senior-high-school-words.md,juvenile,Law & Justice,"Relating to young people, especially in the context of the legal system"
8000-senior-high-school-words.md,legal counsel,Law & Justice,A lawyer or group of lawyers advising a client
8000-senior-high-school-words.md,legality,Law & Justice,The quality of being in accordance with the law
8000-senior-high-school-words.md,malpractice,Law & Justice,Improper or negligent professional conduct
8000-senior-high-school-words.md,miscarriage of justice,Law & Justice,A situation where a person is wrongly convicted
8000-senior-high-school-words.md,mitigating,Law & Justice,"Making something less severe, especially in sentencing"
8000-senior-high-school-words.md,negligent,Law & Justice,Failing to take proper care in doing something
8000-senior-high-school-words.md,non-disclosure,Law & Justice,An agreement not to reveal confidential information
8000-senior-high-school-words.md,null and void,Law & Justice,Having no legal force; invalid
8000-senior-high-school-words.md,offender,Law & Justice,A person who commits an illegal act
8000-senior-high-school-words.md,penal code,Law & Justice,A systematic collection of criminal laws
8000-senior-high-school-words.md,perpetrator,Law & Justice,A person who carries out an illegal or harmful act
8000-senior-high-school-words.md,plead,Law & Justice,To present a case or make a statement in a court of law
8000-senior-high-school-words.md,power of attorney,Law & Justice,Legal authorization to act on someone else's behalf
8000-senior-high-school-words.md,pro bono,Law & Justice,Legal work done without charge for the public good
8000-senior-high-school-words.md,protective order,Law & Justice,A court order to protect a person from harm or harassment
8000-senior-high-school-words.md,proxy,Law & Justice,A person authorized to act on behalf of another in legal matters
8000-senior-high-school-words.md,recidivism,Law & Justice,The tendency of a convicted criminal to reoffend
8000-senior-high-school-words.md,recourse,Law & Justice,The legal right to demand compensation
8000-senior-high-school-words.md,regulatory,Law & Justice,Relating to official rules and standards
8000-senior-high-school-words.md,remand,Law & Justice,To send a prisoner back into custody while awaiting trial
8000-senior-high-school-words.md,remedy,Law & Justice,A legal means of enforcing a right or correcting a wrong
8000-senior-high-school-words.md,reprimand,Law & Justice,A formal expression of disapproval
8000-senior-high-school-words.md,rescind,Law & Justice,"To formally cancel or revoke a law, order, or agreement"
8000-senior-high-school-words.md,respondent,Law & Justice,The party against whom a petition is filed
8000-senior-high-school-words.md,rights,Law & Justice,Legal entitlements or privileges guaranteed by law
8000-senior-high-school-words.md,ruling,Law & Justice,An authoritative decision made by a judge or court
8000-senior-high-school-words.md,statute of limitations,Law & Justice,The time limit for beginning legal proceedings
8000-senior-high-school-words.md,stipulate,Law & Justice,To demand or specify a required condition in an agreement
8000-senior-high-school-words.md,suspect,Law & Justice,A person thought to be guilty of a crime
8000-senior-high-school-words.md,sworn,Law & Justice,Given under oath
8000-senior-high-school-words.md,testify,Law & Justice,To give evidence as a witness in a court of law
8000-senior-high-school-words.md,unjust,Law & Justice,Not based on or behaving according to principles of fairness
8000-senior-high-school-words.md,unlawful,Law & Justice,Not conforming to or permitted by law
8000-senior-high-school-words.md,vandalism,Law & Justice,The deliberate destruction of public or private property
8000-senior-high-school-words.md,waiver,Law & Justice,A voluntary renunciation of a legal right
8000-senior-high-school-words.md,white-collar crime,Law & Justice,"Nonviolent crime committed for financial gain, typically by business professionals"
8000-senior-high-school-words.md,writ,Law & Justice,A written court order directing someone to do or refrain from doing something
8000-senior-high-school-words.md,wrongful,Law & Justice,Unjust or illegal in nature
8000-senior-high-school-words.md,zealous,Law & Justice,"Showing great energy and enthusiasm, especially in legal advocacy"
8000-senior-high-school-words.md,abridge,Law & Justice,To curtail rights or freedoms
8000-senior-high-school-words.md,adjournment,Law & Justice,The temporary suspension of a court hearing
8000-senior-high-school-words.md,advocacy,Law & Justice,"Active support or argument in favor of a cause, especially legal"
8000-senior-high-school-words.md,amend,Law & Justice,To make changes to a legal document or law
8000-senior-high-school-words.md,antitrust,Law & Justice,Preventing unfair business practices that limit competition
8000-senior-high-school-words.md,attest,Law & Justice,To declare that something is true or genuine
8000-senior-high-school-words.md,binding,Law & Justice,Having legal force and therefore must be obeyed
8000-senior-high-school-words.md,bylaws,Law & Justice,Rules governing the internal affairs of an organization
8000-senior-high-school-words.md,code of conduct,Law & Justice,A set of rules governing the behavior of members of an organization
8000-senior-high-school-words.md,codify,Law & Justice,To arrange laws systematically into a code
8000-senior-high-school-words.md,compel,Law & Justice,To force someone to do something by legal authority
8000-senior-high-school-words.md,conciliation,Law & Justice,The use of a neutral party to settle a dispute outside court
8000-senior-high-school-words.md,consent decree,Law & Justice,A settlement agreement approved by a court
8000-senior-high-school-words.md,contraband,Law & Justice,Goods that are illegally imported or exported
8000-senior-high-school-words.md,counterfeit,Law & Justice,Made in exact imitation with intent to deceive
8000-senior-high-school-words.md,criminal law,Law & Justice,The body of law dealing with crimes and their punishment
8000-senior-high-school-words.md,cross-examination,Law & Justice,The questioning of a witness by the opposing side in court
8000-senior-high-school-words.md,culprit,Law & Justice,A person who is responsible for a crime or wrongdoing
8000-senior-high-school-words.md,custody battle,Law & Justice,A legal dispute over the care of a child
8000-senior-high-school-words.md,death penalty,Law & Justice,The punishment of execution for a crime
8000-senior-high-school-words.md,decriminalize,Law & Justice,To remove criminal penalties from an act
8000-senior-high-school-words.md,detention,Law & Justice,The state of being held in official custody
8000-senior-high-school-words.md,disbar,Law & Justice,To expel a lawyer from the legal profession
8000-senior-high-school-words.md,due diligence,Law & Justice,Reasonable steps taken to satisfy a legal requirement
8000-senior-high-school-words.md,emancipate,Law & Justice,"To free from legal, social, or political restrictions"
8000-senior-high-school-words.md,entrap,Law & Justice,To lure someone into committing a crime in order to prosecute them
8000-senior-high-school-words.md,espionage,Law & Justice,The practice of spying to obtain secret information
8000-senior-high-school-words.md,expropriation,Law & Justice,The seizure of private property by the government for public use
8000-senior-high-school-words.md,extradite,Law & Justice,To surrender a suspected criminal to the legal jurisdiction of another state
8000-senior-high-school-words.md,fugitive,Law & Justice,A person who has escaped from custody or is in hiding to avoid arrest
8000-senior-high-school-words.md,gavel,Law & Justice,A small hammer used by a judge to call order in court
8000-senior-high-school-words.md,indictable,Law & Justice,Subject to being charged with a serious crime
8000-senior-high-school-words.md,acculturation,Sociology & Anthropology,The process of adopting the cultural traits of another group
8000-senior-high-school-words.md,alienation,Sociology & Anthropology,The state of being isolated from a group or society to which one belongs
8000-senior-high-school-words.md,anomie,Sociology & Anthropology,A breakdown of social norms and values in a society
8000-senior-high-school-words.md,assimilation,Sociology & Anthropology,The process by which a minority group adopts the culture of the dominant group
8000-senior-high-school-words.md,bourgeoisie,Sociology & Anthropology,"The middle class, especially those who own property or capital"
8000-senior-high-school-words.md,caste,Sociology & Anthropology,A hereditary social class system that restricts mobility
8000-senior-high-school-words.md,class consciousness,Sociology & Anthropology,Awareness of belonging to a particular social class and its interests
8000-senior-high-school-words.md,cohabitation,Sociology & Anthropology,The state of living together without being married
8000-senior-high-school-words.md,collective,Sociology & Anthropology,Done by or shared among a group of people
8000-senior-high-school-words.md,communal,Sociology & Anthropology,Shared by all members of a community
8000-senior-high-school-words.md,conformity,Sociology & Anthropology,Behavior in accordance with socially accepted standards
8000-senior-high-school-words.md,consumerism,Sociology & Anthropology,A social and economic order that encourages the purchase of goods
8000-senior-high-school-words.md,counterculture,Sociology & Anthropology,A way of life opposed to the prevailing mainstream culture
8000-senior-high-school-words.md,cultural capital,Sociology & Anthropology,"The knowledge, skills, and education that give a person higher social status"
8000-senior-high-school-words.md,cultural relativism,Sociology & Anthropology,The principle that beliefs should be understood in terms of their own culture
8000-senior-high-school-words.md,demography,Sociology & Anthropology,The statistical study of human populations
8000-senior-high-school-words.md,deviance,Sociology & Anthropology,Behavior that violates social norms
8000-senior-high-school-words.md,diaspora,Sociology & Anthropology,The dispersion of people from their original homeland
8000-senior-high-school-words.md,division of labor,Sociology & Anthropology,The assignment of different tasks to different people in a society
8000-senior-high-school-words.md,dominant culture,Sociology & Anthropology,The cultural practices and values that are most widespread in a society
8000-senior-high-school-words.md,egalitarian,Sociology & Anthropology,Believing in or based on the principle that all people are equal
8000-senior-high-school-words.md,elitism,Sociology & Anthropology,The belief that a select group of people with certain qualities should lead
8000-senior-high-school-words.md,enculturation,Sociology & Anthropology,The process of learning the culture of one's own society
8000-senior-high-school-words.md,endogamy,Sociology & Anthropology,The custom of marrying only within one's own social group
8000-senior-high-school-words.md,ethnocentrism,Sociology & Anthropology,The belief that one's own culture is superior to others
8000-senior-high-school-words.md,ethnography,Sociology & Anthropology,The scientific study and description of peoples and cultures
8000-senior-high-school-words.md,exogamy,Sociology & Anthropology,The custom of marrying outside one's own social group
8000-senior-high-school-words.md,extended family,Sociology & Anthropology,A family unit that includes relatives beyond the nuclear family
8000-senior-high-school-words.md,feminism,Sociology & Anthropology,The advocacy of women's rights based on the equality of the sexes
8000-senior-high-school-words.md,folk culture,Sociology & Anthropology,Traditional practices and beliefs of rural or isolated communities
8000-senior-high-school-words.md,functionalism,Sociology & Anthropology,A theory that all aspects of society serve a purpose for its stability
8000-senior-high-school-words.md,gender role,Sociology & Anthropology,The behaviors and attitudes considered appropriate for men or women
8000-senior-high-school-words.md,gentrification,Sociology & Anthropology,The transformation of a poor neighborhood into a wealthier one
8000-senior-high-school-words.md,hegemony,Sociology & Anthropology,"Dominance of one group over others, especially through cultural influence"
8000-senior-high-school-words.md,heterogeneous,Sociology & Anthropology,Composed of diverse or unlike elements
8000-senior-high-school-words.md,homogeneous,Sociology & Anthropology,Composed of similar or identical elements
8000-senior-high-school-words.md,incarceration,Sociology & Anthropology,The state of being confined in prison
8000-senior-high-school-words.md,institutionalize,Sociology & Anthropology,To establish a practice or activity as a norm in an organization or society
8000-senior-high-school-words.md,kinship,Sociology & Anthropology,A system of social relationships based on blood ties or marriage
8000-senior-high-school-words.md,labeling theory,Sociology & Anthropology,The idea that being labeled as deviant leads to further deviant behavior
8000-senior-high-school-words.md,matriarchy,Sociology & Anthropology,A social system in which women hold primary power
8000-senior-high-school-words.md,meritocracy,Sociology & Anthropology,A system where advancement is based on individual ability and talent
8000-senior-high-school-words.md,mobility,Sociology & Anthropology,The ability to move between different social levels in a society
8000-senior-high-school-words.md,modernization,Sociology & Anthropology,"The process of adapting to modern ideas, technology, and practices"
8000-senior-high-school-words.md,multiculturalism,Sociology & Anthropology,The coexistence of diverse cultures within a society
8000-senior-high-school-words.md,nativism,Sociology & Anthropology,A policy of favoring native-born inhabitants over immigrants
8000-senior-high-school-words.md,nuclear family,Sociology & Anthropology,A family unit consisting of parents and their children
8000-senior-high-school-words.md,objectivity,Sociology & Anthropology,The quality of being based on facts rather than personal feelings
8000-senior-high-school-words.md,patriarchy,Sociology & Anthropology,A social system in which men hold primary authority
8000-senior-high-school-words.md,pluralism,Sociology & Anthropology,A condition in which diverse groups coexist within a society
8000-senior-high-school-words.md,polarization,Sociology & Anthropology,The division of a group into sharply contrasting factions
8000-senior-high-school-words.md,polyandry,Sociology & Anthropology,A form of marriage in which a woman has more than one husband
